PLAY #,ODK,DN,DIST,YDLN,PLAYTYPE,GNLS,RESULT
195,O,2,7,44,Pass,7,Complete
196,O,1,10,37,Pass,0,Incomplete
197,O,2,10,37,No Info,-3,Sack
198,O,3,13,40,No Info,No Info,Timeout
199,O,3,13,40,No Info,-5,Sack
200,O,4,18,45,Pass,15,Complete
201,O,No Info,No Info,No info,No Info,No Info,No Info
202,D,No Info,No Info,No info,---,---,---
203,D,1,10,-30,No Info,No Info,No Info
204,D,1,10,-30,Run,1,Rush
205,D,2,9,-31,Run,6,Rush
206,D,3,3,-37,No Info,No Info,Timeout
207,D,3,3,-37,Run,-4,Rush
208,D,4,7,-33,No Info,No Info,Timeout
209,K,4,7,-33,PUNT,No Info,Fair Catch
210,K,No Info,No Info,No info,No Info,No Info,No Info
211,O,No Info,No Info,No info,---,---,---
212,O,1,10,-45,No Info,No Info,No Info
213,O,1,10,-45,Run,0,Rush
214,O,2,10,-45,Pass,1,Complete
215,O,3,9,-46,Run,8,Rush
216,O,4,1,46,Run,15,Rush
217,O,1,10,31,Run,-2,Rush
218,O,2,12,33,No Info,-9,Sack
219,O,3,21,42,Pass,0,Incomplete
220,O,4,21,42,No Info,-3,Sack
221,O,No Info,No Info,No info,No Info,No Info,No Info
222,D,No Info,No Info,No info,---,---,---
223,D,1,10,-45,No Info,No Info,No Info
224,D,1,10,-45,Run,0,Rush
225,D,2,10,-45,Run,21,Rush
226,D,1,10,34,Run,-1,Rush
227,D,2,11,35,Run,-1,Rush
228,D,3,12,36,No Info,No Info,No Info
229,D,3,12,36,No Info,No Info,No Info
230,D,No Info,No Info,No info,No Info,No Info,No Info
